,adam,gradient_descend,ada_grad,momentum,Nesterov,rms_prop
12015,[-6.77959824e-25 -1.16219353e-25],[-2.10528338e+00  1.43716594e-10],[-1.87857273e-01  1.81300803e-12],[-1.84216768e+00  1.42945623e-10],[-2.10528338e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12016,[-6.77959824e-25 -1.16219353e-25],[-2.10507286e+00  1.43716594e-10],[-1.87803645e-01  1.81300803e-12],[-1.84196300e+00  1.42945623e-10],[-2.10507286e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12017,[-6.77959824e-25 -1.16219353e-25],[-2.10486235e+00  1.43716594e-10],[-1.87750033e-01  1.81300803e-12],[-1.84175833e+00  1.42945623e-10],[-2.10486235e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12018,[-6.77959824e-25 -1.16219353e-25],[-2.10465186e+00  1.43716594e-10],[-1.87696436e-01  1.81300803e-12],[-1.84155369e+00  1.42945623e-10],[-2.10465186e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12019,[-6.77959824e-25 -1.16219353e-25],[-2.10444140e+00  1.43716594e-10],[-1.87642854e-01  1.81300803e-12],[-1.84134907e+00  1.42945623e-10],[-2.10444140e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12020,[-6.77959824e-25 -1.16219353e-25],[-2.10423095e+00  1.43716594e-10],[-1.87589288e-01  1.81300803e-12],[-1.84114447e+00  1.42945623e-10],[-2.10423095e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12021,[-6.77959824e-25 -1.16219353e-25],[-2.10402053e+00  1.43716594e-10],[-1.87535737e-01  1.81300803e-12],[-1.84093990e+00  1.42945623e-10],[-2.10402053e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12022,[-6.77959824e-25 -1.16219353e-25],[-2.10381013e+00  1.43716594e-10],[-1.87482201e-01  1.81300803e-12],[-1.84073535e+00  1.42945623e-10],[-2.10381013e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12023,[-6.77959824e-25 -1.16219353e-25],[-2.10359975e+00  1.43716594e-10],[-1.87428681e-01  1.81300803e-12],[-1.84053082e+00  1.42945623e-10],[-2.10359975e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12024,[-6.77959824e-25 -1.16219353e-25],[-2.10338939e+00  1.43716594e-10],[-1.87375175e-01  1.81300803e-12],[-1.84032631e+00  1.42945623e-10],[-2.10338939e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12025,[-6.77959824e-25 -1.16219353e-25],[-2.10317905e+00  1.43716594e-10],[-1.87321685e-01  1.81300803e-12],[-1.84012183e+00  1.42945623e-10],[-2.10317905e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12026,[-6.77959824e-25 -1.16219353e-25],[-2.10296873e+00  1.43716594e-10],[-1.87268211e-01  1.81300803e-12],[-1.83991737e+00  1.42945623e-10],[-2.10296873e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12027,[-6.77959824e-25 -1.16219353e-25],[-2.10275843e+00  1.43716594e-10],[-1.87214751e-01  1.81300803e-12],[-1.83971293e+00  1.42945623e-10],[-2.10275843e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12028,[-6.77959824e-25 -1.16219353e-25],[-2.10254816e+00  1.43716594e-10],[-1.87161307e-01  1.81300803e-12],[-1.83950851e+00  1.42945623e-10],[-2.10254816e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12029,[-6.77959824e-25 -1.16219353e-25],[-2.10233790e+00  1.43716594e-10],[-1.87107878e-01  1.81300803e-12],[-1.83930412e+00  1.42945623e-10],[-2.10233790e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12030,[-6.77959824e-25 -1.16219353e-25],[-2.10212767e+00  1.43716594e-10],[-1.87054465e-01  1.81300803e-12],[-1.83909975e+00  1.42945623e-10],[-2.10212767e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12031,[-6.77959824e-25 -1.16219353e-25],[-2.10191746e+00  1.43716594e-10],[-1.87001067e-01  1.81300803e-12],[-1.83889541e+00  1.42945623e-10],[-2.10191746e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12032,[-6.77959824e-25 -1.16219353e-25],[-2.10170726e+00  1.43716594e-10],[-1.86947684e-01  1.81300803e-12],[-1.83869108e+00  1.42945623e-10],[-2.10170726e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12033,[-6.77959824e-25 -1.16219353e-25],[-2.10149709e+00  1.43716594e-10],[-1.86894316e-01  1.81300803e-12],[-1.83848678e+00  1.42945623e-10],[-2.10149709e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12034,[-6.77959824e-25 -1.16219353e-25],[-2.10128694e+00  1.43716594e-10],[-1.86840963e-01  1.81300803e-12],[-1.83828250e+00  1.42945623e-10],[-2.10128694e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12035,[-6.77959824e-25 -1.16219353e-25],[-2.10107682e+00  1.43716594e-10],[-1.86787626e-01  1.81300803e-12],[-1.83807824e+00  1.42945623e-10],[-2.10107682e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12036,[-6.77959824e-25 -1.16219353e-25],[-2.10086671e+00  1.43716594e-10],[-1.86734304e-01  1.81300803e-12],[-1.83787401e+00  1.42945623e-10],[-2.10086671e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12037,[-6.77959824e-25 -1.16219353e-25],[-2.10065662e+00  1.43716594e-10],[-1.86680997e-01  1.81300803e-12],[-1.83766980e+00  1.42945623e-10],[-2.10065662e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12038,[-6.77959824e-25 -1.16219353e-25],[-2.10044656e+00  1.43716594e-10],[-1.86627705e-01  1.81300803e-12],[-1.83746561e+00  1.42945623e-10],[-2.10044656e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12039,[-6.77959824e-25 -1.16219353e-25],[-2.10023651e+00  1.43716594e-10],[-1.86574429e-01  1.81300803e-12],[-1.83726145e+00  1.42945623e-10],[-2.10023651e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12040,[-6.77959824e-25 -1.16219353e-25],[-2.10002649e+00  1.43716594e-10],[-1.86521168e-01  1.81300803e-12],[-1.83705730e+00  1.42945623e-10],[-2.10002649e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12041,[-6.77959824e-25 -1.16219353e-25],[-2.09981648e+00  1.43716594e-10],[-1.86467922e-01  1.81300803e-12],[-1.83685318e+00  1.42945623e-10],[-2.09981648e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12042,[-6.77959824e-25 -1.16219353e-25],[-2.09960650e+00  1.43716594e-10],[-1.86414691e-01  1.81300803e-12],[-1.83664909e+00  1.42945623e-10],[-2.09960650e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12043,[-6.77959824e-25 -1.16219353e-25],[-2.09939654e+00  1.43716594e-10],[-1.86361475e-01  1.81300803e-12],[-1.83644501e+00  1.42945623e-10],[-2.09939654e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12044,[-6.77959824e-25 -1.16219353e-25],[-2.09918660e+00  1.43716594e-10],[-1.86308275e-01  1.81300803e-12],[-1.83624096e+00  1.42945623e-10],[-2.09918660e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12045,[-6.77959824e-25 -1.16219353e-25],[-2.09897668e+00  1.43716594e-10],[-1.86255090e-01  1.81300803e-12],[-1.83603693e+00  1.42945623e-10],[-2.09897668e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12046,[-6.77959824e-25 -1.16219353e-25],[-2.09876679e+00  1.43716594e-10],[-1.86201920e-01  1.81300803e-12],[-1.83583292e+00  1.42945623e-10],[-2.09876679e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12047,[-6.77959824e-25 -1.16219353e-25],[-2.09855691e+00  1.43716594e-10],[-1.86148765e-01  1.81300803e-12],[-1.83562894e+00  1.42945623e-10],[-2.09855691e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12048,[-6.77959824e-25 -1.16219353e-25],[-2.09834705e+00  1.43716594e-10],[-1.86095625e-01  1.81300803e-12],[-1.83542498e+00  1.42945623e-10],[-2.09834705e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12049,[-6.77959824e-25 -1.16219353e-25],[-2.09813722e+00  1.43716594e-10],[-1.86042501e-01  1.81300803e-12],[-1.83522104e+00  1.42945623e-10],[-2.09813722e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12050,[-6.77959824e-25 -1.16219353e-25],[-2.09792741e+00  1.43716594e-10],[-1.85989391e-01  1.81300803e-12],[-1.83501712e+00  1.42945623e-10],[-2.09792741e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12051,[-6.77959824e-25 -1.16219353e-25],[-2.09771761e+00  1.43716594e-10],[-1.85936297e-01  1.81300803e-12],[-1.83481323e+00  1.42945623e-10],[-2.09771761e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12052,[-6.77959824e-25 -1.16219353e-25],[-2.09750784e+00  1.43716594e-10],[-1.85883218e-01  1.81300803e-12],[-1.83460936e+00  1.42945623e-10],[-2.09750784e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12053,[-6.77959824e-25 -1.16219353e-25],[-2.09729809e+00  1.43716594e-10],[-1.85830154e-01  1.81300803e-12],[-1.83440551e+00  1.42945623e-10],[-2.09729809e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12054,[-6.77959824e-25 -1.16219353e-25],[-2.09708836e+00  1.43716594e-10],[-1.85777106e-01  1.81300803e-12],[-1.83420169e+00  1.42945623e-10],[-2.09708836e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12055,[-6.77959824e-25 -1.16219353e-25],[-2.09687865e+00  1.43716594e-10],[-1.85724072e-01  1.81300803e-12],[-1.83399788e+00  1.42945623e-10],[-2.09687865e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12056,[-6.77959824e-25 -1.16219353e-25],[-2.09666896e+00  1.43716594e-10],[-1.85671054e-01  1.81300803e-12],[-1.83379410e+00  1.42945623e-10],[-2.09666896e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12057,[-6.77959824e-25 -1.16219353e-25],[-2.09645930e+00  1.43716594e-10],[-1.85618051e-01  1.81300803e-12],[-1.83359035e+00  1.42945623e-10],[-2.09645930e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12058,[-6.77959824e-25 -1.16219353e-25],[-2.09624965e+00  1.43716594e-10],[-1.85565063e-01  1.81300803e-12],[-1.83338661e+00  1.42945623e-10],[-2.09624965e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12059,[-6.77959824e-25 -1.16219353e-25],[-2.09604003e+00  1.43716594e-10],[-1.85512090e-01  1.81300803e-12],[-1.83318290e+00  1.42945623e-10],[-2.09604003e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12060,[-6.77959824e-25 -1.16219353e-25],[-2.09583042e+00  1.43716594e-10],[-1.85459132e-01  1.81300803e-12],[-1.83297921e+00  1.42945623e-10],[-2.09583042e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12061,[-6.77959824e-25 -1.16219353e-25],[-2.09562084e+00  1.43716594e-10],[-1.85406189e-01  1.81300803e-12],[-1.83277554e+00  1.42945623e-10],[-2.09562084e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12062,[-6.77959824e-25 -1.16219353e-25],[-2.09541128e+00  1.43716594e-10],[-1.85353262e-01  1.81300803e-12],[-1.83257190e+00  1.42945623e-10],[-2.09541128e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12063,[-6.77959824e-25 -1.16219353e-25],[-2.09520174e+00  1.43716594e-10],[-1.85300349e-01  1.81300803e-12],[-1.83236828e+00  1.42945623e-10],[-2.09520174e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12064,[-6.77959824e-25 -1.16219353e-25],[-2.09499222e+00  1.43716594e-10],[-1.85247452e-01  1.81300803e-12],[-1.83216468e+00  1.42945623e-10],[-2.09499222e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12065,[-6.77959824e-25 -1.16219353e-25],[-2.09478272e+00  1.43716594e-10],[-1.85194570e-01  1.81300803e-12],[-1.83196110e+00  1.42945623e-10],[-2.09478272e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12066,[-6.77959824e-25 -1.16219353e-25],[-2.09457324e+00  1.43716594e-10],[-1.85141703e-01  1.81300803e-12],[-1.83175755e+00  1.42945623e-10],[-2.09457324e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12067,[-6.77959824e-25 -1.16219353e-25],[-2.09436378e+00  1.43716594e-10],[-1.85088851e-01  1.81300803e-12],[-1.83155402e+00  1.42945623e-10],[-2.09436378e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12068,[-6.77959824e-25 -1.16219353e-25],[-2.09415434e+00  1.43716594e-10],[-1.85036014e-01  1.81300803e-12],[-1.83135051e+00  1.42945623e-10],[-2.09415434e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12069,[-6.77959824e-25 -1.16219353e-25],[-2.09394493e+00  1.43716594e-10],[-1.84983192e-01  1.81300803e-12],[-1.83114702e+00  1.42945623e-10],[-2.09394493e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12070,[-6.77959824e-25 -1.16219353e-25],[-2.09373553e+00  1.43716594e-10],[-1.84930385e-01  1.81300803e-12],[-1.83094356e+00  1.42945623e-10],[-2.09373553e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12071,[-6.77959824e-25 -1.16219353e-25],[-2.09352616e+00  1.43716594e-10],[-1.84877593e-01  1.81300803e-12],[-1.83074012e+00  1.42945623e-10],[-2.09352616e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12072,[-6.77959824e-25 -1.16219353e-25],[-2.09331681e+00  1.43716594e-10],[-1.84824817e-01  1.81300803e-12],[-1.83053670e+00  1.42945623e-10],[-2.09331681e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12073,[-6.77959824e-25 -1.16219353e-25],[-2.09310748e+00  1.43716594e-10],[-1.84772055e-01  1.81300803e-12],[-1.83033331e+00  1.42945623e-10],[-2.09310748e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12074,[-6.77959824e-25 -1.16219353e-25],[-2.09289817e+00  1.43716594e-10],[-1.84719309e-01  1.81300803e-12],[-1.83012993e+00  1.42945623e-10],[-2.09289817e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12075,[-6.77959824e-25 -1.16219353e-25],[-2.09268888e+00  1.43716594e-10],[-1.84666578e-01  1.81300803e-12],[-1.82992658e+00  1.42945623e-10],[-2.09268888e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12076,[-6.77959824e-25 -1.16219353e-25],[-2.09247961e+00  1.43716594e-10],[-1.84613861e-01  1.81300803e-12],[-1.82972326e+00  1.42945623e-10],[-2.09247961e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12077,[-6.77959824e-25 -1.16219353e-25],[-2.09227036e+00  1.43716594e-10],[-1.84561160e-01  1.81300803e-12],[-1.82951995e+00  1.42945623e-10],[-2.09227036e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12078,[-6.77959824e-25 -1.16219353e-25],[-2.09206113e+00  1.43716594e-10],[-1.84508474e-01  1.81300803e-12],[-1.82931667e+00  1.42945623e-10],[-2.09206113e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12079,[-6.77959824e-25 -1.16219353e-25],[-2.09185193e+00  1.43716594e-10],[-1.84455803e-01  1.81300803e-12],[-1.82911341e+00  1.42945623e-10],[-2.09185193e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12080,[-6.77959824e-25 -1.16219353e-25],[-2.09164274e+00  1.43716594e-10],[-1.84403147e-01  1.81300803e-12],[-1.82891017e+00  1.42945623e-10],[-2.09164274e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12081,[-6.77959824e-25 -1.16219353e-25],[-2.09143358e+00  1.43716594e-10],[-1.84350505e-01  1.81300803e-12],[-1.82870696e+00  1.42945623e-10],[-2.09143358e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12082,[-6.77959824e-25 -1.16219353e-25],[-2.09122443e+00  1.43716594e-10],[-1.84297879e-01  1.81300803e-12],[-1.82850376e+00  1.42945623e-10],[-2.09122443e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12083,[-6.77959824e-25 -1.16219353e-25],[-2.09101531e+00  1.43716594e-10],[-1.84245268e-01  1.81300803e-12],[-1.82830059e+00  1.42945623e-10],[-2.09101531e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12084,[-6.77959824e-25 -1.16219353e-25],[-2.09080621e+00  1.43716594e-10],[-1.84192672e-01  1.81300803e-12],[-1.82809745e+00  1.42945623e-10],[-2.09080621e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12085,[-6.77959824e-25 -1.16219353e-25],[-2.09059713e+00  1.43716594e-10],[-1.84140091e-01  1.81300803e-12],[-1.82789432e+00  1.42945623e-10],[-2.09059713e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12086,[-6.77959824e-25 -1.16219353e-25],[-2.09038807e+00  1.43716594e-10],[-1.84087526e-01  1.81300803e-12],[-1.82769122e+00  1.42945623e-10],[-2.09038807e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12087,[-6.77959824e-25 -1.16219353e-25],[-2.09017903e+00  1.43716594e-10],[-1.84034975e-01  1.81300803e-12],[-1.82748814e+00  1.42945623e-10],[-2.09017903e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12088,[-6.77959824e-25 -1.16219353e-25],[-2.08997001e+00  1.43716594e-10],[-1.83982439e-01  1.81300803e-12],[-1.82728508e+00  1.42945623e-10],[-2.08997001e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12089,[-6.77959824e-25 -1.16219353e-25],[-2.08976101e+00  1.43716594e-10],[-1.83929918e-01  1.81300803e-12],[-1.82708205e+00  1.42945623e-10],[-2.08976101e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12090,[-6.77959824e-25 -1.16219353e-25],[-2.08955204e+00  1.43716594e-10],[-1.83877412e-01  1.81300803e-12],[-1.82687904e+00  1.42945623e-10],[-2.08955204e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12091,[-6.77959824e-25 -1.16219353e-25],[-2.08934308e+00  1.43716594e-10],[-1.83824921e-01  1.81300803e-12],[-1.82667605e+00  1.42945623e-10],[-2.08934308e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12092,[-6.77959824e-25 -1.16219353e-25],[-2.08913415e+00  1.43716594e-10],[-1.83772445e-01  1.81300803e-12],[-1.82647308e+00  1.42945623e-10],[-2.08913415e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12093,[-6.77959824e-25 -1.16219353e-25],[-2.08892524e+00  1.43716594e-10],[-1.83719984e-01  1.81300803e-12],[-1.82627014e+00  1.42945623e-10],[-2.08892524e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12094,[-6.77959824e-25 -1.16219353e-25],[-2.08871634e+00  1.43716594e-10],[-1.83667538e-01  1.81300803e-12],[-1.82606722e+00  1.42945623e-10],[-2.08871634e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12095,[-6.77959824e-25 -1.16219353e-25],[-2.08850747e+00  1.43716594e-10],[-1.83615107e-01  1.81300803e-12],[-1.82586432e+00  1.42945623e-10],[-2.08850747e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12096,[-6.77959824e-25 -1.16219353e-25],[-2.08829862e+00  1.43716594e-10],[-1.83562691e-01  1.81300803e-12],[-1.82566144e+00  1.42945623e-10],[-2.08829862e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12097,[-6.77959824e-25 -1.16219353e-25],[-2.08808979e+00  1.43716594e-10],[-1.83510290e-01  1.81300803e-12],[-1.82545859e+00  1.42945623e-10],[-2.08808979e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12098,[-6.77959824e-25 -1.16219353e-25],[-2.08788098e+00  1.43716594e-10],[-1.83457904e-01  1.81300803e-12],[-1.82525576e+00  1.42945623e-10],[-2.08788098e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12099,[-6.77959824e-25 -1.16219353e-25],[-2.08767219e+00  1.43716594e-10],[-1.83405533e-01  1.81300803e-12],[-1.82505295e+00  1.42945623e-10],[-2.08767219e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12100,[-6.77959824e-25 -1.16219353e-25],[-2.08746343e+00  1.43716594e-10],[-1.83353177e-01  1.81300803e-12],[-1.82485016e+00  1.42945623e-10],[-2.08746343e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12101,[-6.77959824e-25 -1.16219353e-25],[-2.08725468e+00  1.43716594e-10],[-1.83300835e-01  1.81300803e-12],[-1.82464740e+00  1.42945623e-10],[-2.08725468e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12102,[-6.77959824e-25 -1.16219353e-25],[-2.08704595e+00  1.43716594e-10],[-1.83248509e-01  1.81300803e-12],[-1.82444466e+00  1.42945623e-10],[-2.08704595e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12103,[-6.77959824e-25 -1.16219353e-25],[-2.08683725e+00  1.43716594e-10],[-1.83196198e-01  1.81300803e-12],[-1.82424194e+00  1.42945623e-10],[-2.08683725e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12104,[-6.77959824e-25 -1.16219353e-25],[-2.08662857e+00  1.43716594e-10],[-1.83143902e-01  1.81300803e-12],[-1.82403924e+00  1.42945623e-10],[-2.08662857e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12105,[-6.77959824e-25 -1.16219353e-25],[-2.08641990e+00  1.43716594e-10],[-1.83091620e-01  1.81300803e-12],[-1.82383657e+00  1.42945623e-10],[-2.08641990e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12106,[-6.77959824e-25 -1.16219353e-25],[-2.08621126e+00  1.43716594e-10],[-1.83039354e-01  1.81300803e-12],[-1.82363392e+00  1.42945623e-10],[-2.08621126e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12107,[-6.77959824e-25 -1.16219353e-25],[-2.08600264e+00  1.43716594e-10],[-1.82987102e-01  1.81300803e-12],[-1.82343129e+00  1.42945623e-10],[-2.08600264e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12108,[-6.77959824e-25 -1.16219353e-25],[-2.08579404e+00  1.43716594e-10],[-1.82934865e-01  1.81300803e-12],[-1.82322868e+00  1.42945623e-10],[-2.08579404e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12109,[-6.77959824e-25 -1.16219353e-25],[-2.08558546e+00  1.43716594e-10],[-1.82882644e-01  1.81300803e-12],[-1.82302610e+00  1.42945623e-10],[-2.08558546e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12110,[-6.77959824e-25 -1.16219353e-25],[-2.08537690e+00  1.43716594e-10],[-1.82830437e-01  1.81300803e-12],[-1.82282354e+00  1.42945623e-10],[-2.08537690e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12111,[-6.77959824e-25 -1.16219353e-25],[-2.08516836e+00  1.43716594e-10],[-1.82778245e-01  1.81300803e-12],[-1.82262100e+00  1.42945623e-10],[-2.08516836e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12112,[-6.77959824e-25 -1.16219353e-25],[-2.08495985e+00  1.43716594e-10],[-1.82726068e-01  1.81300803e-12],[-1.82241849e+00  1.42945623e-10],[-2.08495985e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12113,[-6.77959824e-25 -1.16219353e-25],[-2.08475135e+00  1.43716594e-10],[-1.82673906e-01  1.81300803e-12],[-1.82221599e+00  1.42945623e-10],[-2.08475135e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12114,[-6.77959824e-25 -1.16219353e-25],[-2.08454288e+00  1.43716594e-10],[-1.82621759e-01  1.81300803e-12],[-1.82201352e+00  1.42945623e-10],[-2.08454288e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12115,[-6.77959824e-25 -1.16219353e-25],[-2.08433442e+00  1.43716594e-10],[-1.82569626e-01  1.81300803e-12],[-1.82181107e+00  1.42945623e-10],[-2.08433442e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12116,[-6.77959824e-25 -1.16219353e-25],[-2.08412599e+00  1.43716594e-10],[-1.82517509e-01  1.81300803e-12],[-1.82160865e+00  1.42945623e-10],[-2.08412599e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
12117,[-6.77959824e-25 -1.16219353e-25],[-2.08391758e+00  1.43716594e-10],[-1.82465406e-01  1.81300803e-12],[-1.82140624e+00  1.42945623e-10],[-2.08391758e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
12118,[-6.77959824e-25 -1.16219353e-25],[-2.08370918e+00  1.43716594e-10],[-1.82413319e-01  1.81300803e-12],[-1.82120386e+00  1.42945623e-10],[-2.08370918e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
